Order Date,Region,State,Segment,Category,Sub-Category,Quantity,Sales,Profit,Discount
2023-06-19,East,Virginia,Home Office,Technology,Phones,6,2574.07,180.06,0.0
2023-06-19,South,Tennessee,Corporate,Office Supplies,Labels,2,83.28,14.46,0.0
2023-06-19,East,Massachusetts,Consumer,Office Supplies,Storage,4,115.43,23.59,0.2
2023-06-20,East,New York,Corporate,Technology,Phones,4,1454.73,156.96,0.0
2023-06-20,Central,Wisconsin,Corporate,Office Supplies,Art,7,263.49,47.73,0.0
2023-06-20,South,Florida,Consumer,Office Supplies,Envelopes,3,120.5,22.2,0.1
2023-06-20,Central,Ohio,Consumer,Office Supplies,Supplies,2,84.51,5.88,0.0
2023-06-21,South,Alabama,Consumer,Office Supplies,Supplies,6,212.12,61.11,0.1
2023-06-21,West,Oregon,Consumer,Office Supplies,Binders,4,144.05,19.28,0.2
2023-06-21,Central,Wisconsin,Consumer,Office Supplies,Binders,3,136.89,41.93,0.0
2023-06-21,South,Alabama,Corporate,Office Supplies,Supplies,7,331.64,51.09,0.3
2023-06-21,East,Pennsylvania,Home Office,Technology,Accessories,3,1585.02,386.34,0.0
2023-06-21,East,Massachusetts,Consumer,Office Supplies,Envelopes,5,129.07,11.33,0.1
2023-06-22,Central,Ohio,Corporate,Technology,Copiers,1,536.11,113.84,0.0
2023-06-22,West,Oregon,Home Office,Furniture,Bookcases,2,665.48,-135.66,0.4
2023-06-22,West,Nevada,Corporate,Furniture,Furnishings,1,283.1,26.11,0.3
2023-06-23,East,Massachusetts,Home Office,Technology,Accessories,6,1949.46,296.07,0.0
2023-06-23,South,Tennessee,Home Office,Technology,Copiers,7,3366.44,1006.15,0.0
2023-06-23,Central,Illinois,Home Office,Office Supplies,Supplies,5,149.77,25.31,0.2
2023-06-24,East,Massachusetts,Home Office,Technology,Copiers,5,1667.36,342.97,0.1
2023-06-24,West,Arizona,Corporate,Office Supplies,Storage,1,35.01,7.43,0.1
2023-06-24,West,Nevada,Consumer,Technology,Phones,6,2394.3,602.15,0.1
2023-06-24,East,Pennsylvania,Consumer,Office Supplies,Labels,7,309.16,98.33,0.0
2023-06-24,South,Alabama,Consumer,Office Supplies,Paper,1,30.56,10.18,0.3
2023-06-24,West,Nevada,Consumer,Technology,Phones,7,2427.88,623.85,0.1
2023-06-24,South,Georgia,Corporate,Office Supplies,Storage,2,79.63,26.96,0.2
2023-06-24,West,California,Consumer,Office Supplies,Labels,2,54.82,13.76,0.1
2023-06-24,West,Washington,Consumer,Office Supplies,Envelopes,7,305.55,55.34,0.1
2023-06-25,South,Alabama,Home Office,Office Supplies,Art,2,83.59,27.25,0.1
2023-06-25,Central,Texas,Home Office,Furniture,Furnishings,6,1723.65,509.28,0.0
2023-06-25,West,Nevada,Consumer,Technology,Phones,5,1998.39,658.56,0.0
2023-06-25,West,Arizona,Home Office,Office Supplies,Labels,6,182.57,24.38,0.2
2023-06-26,Central,Ohio,Consumer,Technology,Copiers,3,1549.9,447.58,0.0
2023-06-26,West,California,Home Office,Technology,Accessories,3,1339.07,219.97,0.4
2023-06-26,Central,Wisconsin,Consumer,Furniture,Bookcases,1,278.89,-2.29,0.0
2023-06-27,West,Oregon,Home Office,Office Supplies,Envelopes,7,314.37,58.89,0.0
2023-06-27,Central,Ohio,Corporate,Technology,Phones,2,977.34,199.71,0.0
2023-06-28,West,Oregon,Home Office,Office Supplies,Paper,4,160.81,37.81,0.1
2023-06-28,Central,Texas,Corporate,Office Supplies,Storage,1,40.02,10.27,0.1
2023-06-28,Central,Illinois,Corporate,Technology,Accessories,5,1872.46,307.94,0.15
2023-06-28,West,California,Corporate,Technology,Accessories,7,3915.44,505.35,0.0
2023-06-28,East,Pennsylvania,Consumer,Technology,Copiers,6,1976.33,394.3,0.0
2023-06-28,West,Washington,Consumer,Office Supplies,Envelopes,2,57.31,15.87,0.2
2023-06-28,Central,Michigan,Home Office,Furniture,Tables,2,559.8,-111.19,0.15
2023-06-29,West,California,Home Office,Furniture,Furnishings,7,2003.4,584.45,0.2
2023-06-29,South,Florida,Consumer,Furniture,Furnishings,6,2086.36,496.75,0.2
2023-06-29,West,Washington,Consumer,Technology,Phones,5,1583.8,526.1,0.2
2023-06-29,East,Massachusetts,Consumer,Furniture,Tables,4,1102.15,-180.62,0.1
2023-06-29,West,Arizona,Home Office,Office Supplies,Art,1,34.7,4.5,0.0
2023-06-30,South,Alabama,Corporate,Furniture,Chairs,6,1384.63,255.55,0.1
2023-06-30,South,Florida,Corporate,Office Supplies,Paper,6,242.29,16.58,0.2
2023-06-30,Central,Illinois,Consumer,Office Supplies,Paper,5,237.54,55.91,0.2
2023-06-30,West,Washington,Consumer,Office Supplies,Labels,7,307.47,55.28,0.0
2023-06-30,East,New Jersey,Corporate,Technology,Phones,2,1003.22,231.48,0.0
2023-07-01,West,Arizona,Corporate,Office Supplies,Binders,2,54.29,3.85,0.1
2023-07-01,East,New Jersey,Corporate,Office Supplies,Labels,7,294.27,42.05,0.0
2023-07-01,Central,Michigan,Consumer,Office Supplies,Envelopes,7,244.25,78.63,0.0
2023-07-02,West,Arizona,Consumer,Office Supplies,Supplies,7,177.38,35.35,0.0
2023-07-02,West,Oregon,Home Office,Furniture,Furnishings,2,630.57,105.4,0.15
2023-07-02,South,Tennessee,Corporate,Office Supplies,Art,4,166.68,51.11,0.0
2023-07-02,South,Florida,Consumer,Office Supplies,Supplies,1,25.23,6.37,0.0
2023-07-03,South,Florida,Corporate,Technology,Copiers,1,478.84,133.36,0.3
2023-07-04,East,Pennsylvania,Consumer,Furniture,Tables,4,1293.55,-111.66,0.4
2023-07-04,South,Alabama,Corporate,Office Supplies,Storage,2,64.87,5.9,0.2
2023-07-04,South,Tennessee,Consumer,Office Supplies,Supplies,6,290.71,73.67,0.0
2023-07-05,West,Nevada,Corporate,Furniture,Chairs,3,573.22,105.19,0.4
2023-07-05,Central,Wisconsin,Consumer,Office Supplies,Supplies,2,88.91,18.68,0.0
2023-07-05,West,Arizona,Home Office,Furniture,Tables,7,1432.29,-54.76,0.0
2023-07-05,West,Arizona,Home Office,Office Supplies,Supplies,2,55.14,9.08,0.0
2023-07-06,West,Oregon,Corporate,Furniture,Tables,4,778.94,-19.55,0.0
2023-07-06,West,Arizona,Consumer,Office Supplies,Storage,7,273.66,20.3,0.3
2023-07-06,West,Oregon,Corporate,Office Supplies,Envelopes,6,206.14,55.6,0.0
2023-07-06,East,New York,Consumer,Office Supplies,Art,7,234.59,21.78,0.1
2023-07-07,East,New York,Corporate,Office Supplies,Art,1,47.49,11.86,0.0
2023-07-07,East,Pennsylvania,Corporate,Office Supplies,Binders,1,46.99,4.77,0.0
2023-07-07,East,Massachusetts,Consumer,Technology,Phones,5,2286.92,564.89,0.0
2023-07-08,Central,Wisconsin,Corporate,Technology,Phones,7,3184.97,339.28,0.0
2023-07-08,Central,Wisconsin,Consumer,Furniture,Furnishings,4,881.38,226.04,0.0
2023-07-08,West,Oregon,Consumer,Technology,Accessories,1,509.57,44.83,0.1
2023-07-08,East,New York,Consumer,Furniture,Chairs,3,1042.63,62.0,0.1
2023-07-08,Central,Wisconsin,Consumer,Office Supplies,Art,4,146.36,32.44,0.1
2023-07-09,East,New York,Corporate,Furniture,Chairs,4,1200.28,249.89,0.3
2023-07-09,South,North Carolina,Consumer,Technology,Machines,1,552.7,-37.65,0.3
2023-07-10,Central,Michigan,Corporate,Technology,Phones,5,2427.19,450.25,0.0
2023-07-10,East,New York,Corporate,Technology,Accessories,5,1533.96,239.87,0.0
2023-07-10,East,New Jersey,Consumer,Technology,Phones,5,1672.06,572.15,0.0
2023-07-10,West,Arizona,Home Office,Office Supplies,Art,3,131.76,30.46,0.0
2023-07-10,Central,Illinois,Corporate,Office Supplies,Supplies,7,284.46,92.92,0.0
2023-07-11,South,Alabama,Consumer,Technology,Phones,3,987.28,52.36,0.0
2023-07-11,East,Virginia,Consumer,Office Supplies,Art,1,29.32,8.7,0.0
2023-07-11,East,Pennsylvania,Corporate,Furniture,Furnishings,2,503.43,27.72,0.0
2023-07-11,West,Oregon,Consumer,Office Supplies,Paper,5,150.95,25.9,0.0
2023-07-12,Central,Texas,Consumer,Office Supplies,Supplies,7,251.96,75.42,0.0
2023-07-12,West,California,Home Office,Technology,Copiers,4,1450.69,156.77,0.1
2023-07-12,South,Tennessee,Home Office,Office Supplies,Supplies,7,238.74,43.04,0.15
2023-07-12,West,Oregon,Home Office,Office Supplies,Binders,5,125.24,35.65,0.1
2023-07-13,West,Arizona,Corporate,Technology,Machines,5,1740.2,85.04,0.0
2023-07-13,East,Virginia,Consumer,Technology,Phones,7,3319.06,369.56,0.0
2023-07-13,East,Massachusetts,Corporate,Technology,Machines,5,1429.63,-175.71,0.0
2023-07-13,South,Tennessee,Corporate,Office Supplies,Art,7,187.92,27.31,0.4
2023-07-13,East,Virginia,Corporate,Office Supplies,Art,4,153.61,32.72,0.1
2023-07-14,East,New York,Corporate,Technology,Copiers,5,2155.93,235.59,0.0
2023-07-14,Central,Michigan,Consumer,Furniture,Furnishings,3,875.47,89.03,0.0
2023-07-14,East,Virginia,Consumer,Technology,Phones,7,2733.36,571.22,0.0
2023-07-14,South,Florida,Corporate,Office Supplies,Labels,6,256.99,30.2,0.0
2023-07-14,West,Oregon,Home Office,Technology,Machines,4,1289.99,93.39,0.3
2023-07-14,Central,Texas,Home Office,Technology,Copiers,7,1962.18,258.2,0.0
2023-07-14,Central,Texas,Home Office,Technology,Copiers,3,1407.79,147.94,0.0
2023-07-14,South,Georgia,Consumer,Furniture,Bookcases,6,1543.84,-184.49,0.0
2023-07-15,West,Arizona,Home Office,Technology,Machines,1,358.27,-39.14,0.0
2023-07-15,Central,Michigan,Corporate,Office Supplies,Binders,5,180.59,57.07,0.0
2023-07-16,South,North Carolina,Consumer,Furniture,Chairs,2,458.19,36.37,0.0
2023-07-16,East,New Jersey,Corporate,Furniture,Bookcases,4,1360.21,-299.5,0.2
2023-07-16,South,Georgia,Corporate,Furniture,Bookcases,2,393.75,-82.44,0.2
2023-07-17,South,North Carolina,Consumer,Office Supplies,Labels,5,176.84,30.94,0.0
2023-07-17,East,Massachusetts,Consumer,Furniture,Chairs,5,1692.14,245.1,0.0
2023-07-17,Central,Texas,Corporate,Furniture,Tables,4,1242.83,-189.86,0.0
2023-07-17,Central,Illinois,Corporate,Office Supplies,Supplies,4,179.53,18.39,0.0
2023-07-18,Central,Ohio,Consumer,Technology,Copiers,4,1684.56,350.4,0.3
2023-07-18,West,Nevada,Consumer,Technology,Accessories,3,1369.12,294.99,0.2
2023-07-18,East,New York,Consumer,Furniture,Tables,1,306.01,-32.2,0.0
2023-07-18,East,New York,Consumer,Furniture,Chairs,3,918.0,166.28,0.15
2023-07-18,West,California,Consumer,Technology,Accessories,3,1161.86,335.08,0.0
2023-07-19,West,California,Consumer,Technology,Phones,7,3897.27,978.34,0.15
2023-07-19,West,Arizona,Corporate,Furniture,Chairs,6,2039.35,424.53,0.0
2023-07-19,West,Arizona,Consumer,Office Supplies,Supplies,1,42.78,10.6,0.2
2023-07-20,West,Arizona,Corporate,Office Supplies,Storage,6,149.63,22.51,0.0
2023-07-20,Central,Michigan,Home Office,Office Supplies,Envelopes,4,114.15,29.89,0.1
2023-07-20,West,California,Corporate,Furniture,Chairs,3,602.12,205.48,0.3
2023-07-20,East,New Jersey,Home Office,Technology,Copiers,1,304.7,70.71,0.0
2023-07-21,South,Florida,Consumer,Office Supplies,Supplies,2,94.09,16.77,0.0
2023-07-22,Central,Ohio,Home Office,Office Supplies,Labels,7,216.62,57.91,0.0
2023-07-22,Central,Texas,Consumer,Office Supplies,Envelopes,1,37.32,3.17,0.0
2023-07-22,East,Pennsylvania,Consumer,Office Supplies,Binders,5,218.05,17.36,0.0
2023-07-22,South,Alabama,Consumer,Office Supplies,Labels,3,86.48,20.8,0.0
2023-07-22,West,Nevada,Corporate,Office Supplies,Labels,5,210.05,69.59,0.3
2023-07-22,West,Oregon,Corporate,Office Supplies,Envelopes,7,315.79,19.13,0.4
2023-07-23,West,Washington,Consumer,Office Supplies,Binders,3,89.22,4.62,0.0
2023-07-23,West,Arizona,Corporate,Office Supplies,Binders,3,100.24,18.0,0.0
2023-07-23,South,Tennessee,Corporate,Office Supplies,Binders,1,32.78,2.07,0.3
2023-07-23,East,New York,Corporate,Office Supplies,Binders,6,220.23,32.78,0.0
2023-07-23,South,Florida,Consumer,Office Supplies,Paper,4,176.65,57.97,0.4
2023-07-24,Central,Texas,Consumer,Office Supplies,Supplies,1,42.83,14.89,0.0
2023-07-26,West,Oregon,Corporate,Office Supplies,Envelopes,6,256.86,16.93,0.0
2023-07-26,West,California,Consumer,Technology,Machines,5,2279.8,50.52,0.0
2023-07-26,East,Massachusetts,Consumer,Office Supplies,Storage,1,45.37,12.82,0.0
2023-07-26,Central,Michigan,Home Office,Office Supplies,Storage,5,238.02,24.73,0.1
2023-07-27,East,New Jersey,Consumer,Technology,Copiers,6,1773.52,613.16,0.2
2023-07-27,Central,Ohio,Consumer,Office Supplies,Binders,2,89.41,20.79,0.0
2023-07-27,South,Georgia,Home Office,Office Supplies,Labels,4,155.41,53.28,0.0
2023-07-27,South,Alabama,Consumer,Office Supplies,Envelopes,2,53.74,9.95,0.15
2023-07-27,East,New Jersey,Consumer,Technology,Phones,2,1016.85,61.96,0.0
2023-07-28,South,Tennessee,Corporate,Office Supplies,Paper,5,199.28,45.45,0.0
2023-07-28,East,Pennsylvania,Consumer,Office Supplies,Labels,3,110.46,37.58,0.0
2023-07-28,Central,Texas,Consumer,Furniture,Furnishings,5,1462.75,393.18,0.1
2023-07-28,Central,Wisconsin,Corporate,Office Supplies,Paper,3,120.37,16.99,0.0
2023-07-28,South,Georgia,Consumer,Office Supplies,Art,2,75.16,20.67,0.0
2023-07-28,South,Florida,Corporate,Office Supplies,Binders,1,35.47,10.6,0.0
2023-07-28,West,Arizona,Corporate,Office Supplies,Labels,6,154.48,17.97,0.0
2023-07-28,West,Nevada,Corporate,Technology,Accessories,7,2197.43,113.88,0.0
2023-07-29,East,New York,Corporate,Furniture,Chairs,7,1954.46,361.19,0.0
2023-07-29,East,Virginia,Home Office,Office Supplies,Storage,6,175.69,16.34,0.0
2023-07-29,West,Washington,Consumer,Office Supplies,Storage,5,159.0,8.52,0.0
2023-07-29,Central,Texas,Consumer,Office Supplies,Envelopes,6,223.65,57.03,0.0
2023-07-29,East,Pennsylvania,Consumer,Technology,Accessories,5,2524.77,782.27,0.1
2023-07-29,West,Nevada,Home Office,Technology,Accessories,2,895.93,186.31,0.0
2023-07-30,Central,Ohio,Home Office,Office Supplies,Storage,1,27.88,6.34,0.0
2023-07-30,West,Oregon,Consumer,Office Supplies,Art,5,196.44,24.07,0.0
2023-07-30,West,Nevada,Consumer,Office Supplies,Storage,6,209.87,48.02,0.0
2023-07-30,Central,Ohio,Consumer,Furniture,Chairs,1,290.84,55.29,0.2
2023-07-31,East,Massachusetts,Consumer,Furniture,Tables,6,1227.51,-21.53,0.0
2023-07-31,East,Massachusetts,Consumer,Furniture,Bookcases,5,1099.65,-9.65,0.0
2023-07-31,South,North Carolina,Home Office,Technology,Machines,6,3210.79,-22.03,0.0
2023-08-01,West,Nevada,Consumer,Office Supplies,Envelopes,2,61.86,10.92,0.0
2023-08-01,East,Virginia,Consumer,Technology,Phones,5,1971.78,164.63,0.0
2023-08-01,South,Tennessee,Corporate,Office Supplies,Binders,7,330.01,27.91,0.0
2023-08-02,South,Georgia,Consumer,Office Supplies,Labels,4,147.43,40.28,0.0
2023-08-02,East,Pennsylvania,Home Office,Office Supplies,Storage,5,159.81,20.67,0.0
2023-08-02,West,California,Corporate,Technology,Machines,3,1247.91,-41.75,0.1
2023-08-02,West,Oregon,Home Office,Office Supplies,Labels,4,109.17,26.55,0.2
2023-08-02,Central,Texas,Corporate,Office Supplies,Storage,2,77.63,12.9,0.0
2023-08-02,West,California,Home Office,Furniture,Tables,2,508.88,-64.94,0.0
2023-08-02,West,Oregon,Consumer,Office Supplies,Storage,7,180.58,51.4,0.1
2023-08-02,East,Virginia,Corporate,Technology,Copiers,1,467.03,56.53,0.0
2023-08-02,East,Virginia,Corporate,Furniture,Bookcases,7,1475.98,19.7,0.2
2023-08-03,East,New York,Corporate,Office Supplies,Supplies,3,90.93,13.38,0.0
2023-08-03,East,New Jersey,Consumer,Technology,Copiers,7,2205.43,242.96,0.0
2023-08-04,South,Georgia,Corporate,Office Supplies,Supplies,1,38.79,2.66,0.1
2023-08-04,South,Georgia,Corporate,Office Supplies,Labels,7,230.43,75.87,0.0
2023-08-04,Central,Wisconsin,Consumer,Furniture,Bookcases,5,1101.19,-181.25,0.3
2023-08-04,South,Georgia,Consumer,Office Supplies,Storage,7,237.79,48.36,0.0
2023-08-04,West,Nevada,Corporate,Office Supplies,Storage,7,183.71,14.12,0.0
2023-08-04,East,New Jersey,Consumer,Office Supplies,Supplies,6,171.08,26.22,0.1
2023-08-04,East,Pennsylvania,Corporate,Office Supplies,Labels,5,211.62,45.57,0.0
2023-08-05,East,Massachusetts,Consumer,Office Supplies,Labels,7,239.98,25.3,0.0
2023-08-05,South,Alabama,Corporate,Office Supplies,Labels,6,277.55,40.96,0.3
2023-08-05,West,Nevada,Corporate,Office Supplies,Paper,4,157.49,20.91,0.0
2023-08-05,South,Florida,Consumer,Furniture,Furnishings,4,1000.43,141.5,0.0
2023-08-06,East,New York,Consumer,Office Supplies,Supplies,7,259.55,76.02,0.1
2023-08-06,Central,Wisconsin,Corporate,Technology,Phones,3,1347.53,423.06,0.0
2023-08-06,East,New York,Corporate,Office Supplies,Binders,4,167.43,47.13,0.15
2023-08-06,Central,Wisconsin,Consumer,Furniture,Bookcases,1,207.63,-3.35,0.0
2023-08-07,Central,Illinois,Home Office,Office Supplies,Paper,6,285.52,78.95,0.0
2023-08-07,East,Pennsylvania,Home Office,Furniture,Furnishings,5,1416.58,199.43,0.4
2023-08-07,West,California,Consumer,Furniture,Chairs,6,1206.9,270.41,0.1
2023-08-07,East,New Jersey,Consumer,Office Supplies,Paper,1,25.64,3.21,0.0
2023-08-07,Central,Michigan,Home Office,Office Supplies,Storage,6,158.74,47.94,0.2
2023-08-07,South,Alabama,Consumer,Furniture,Chairs,2,506.0,149.52,0.15
2023-08-07,East,New York,Consumer,Furniture,Furnishings,4,957.14,198.88,0.2
2023-08-08,South,Tennessee,Corporate,Furniture,Bookcases,5,957.28,-158.31,0.1
2023-08-08,West,California,Home Office,Technology,Accessories,3,1590.66,218.64,0.1
2023-08-08,East,New Jersey,Consumer,Office Supplies,Paper,7,289.31,91.98,0.1
2023-08-09,South,Florida,Consumer,Office Supplies,Labels,4,165.55,38.46,0.0
2023-08-09,East,New York,Consumer,Office Supplies,Supplies,4,193.65,27.73,0.0
2023-08-09,East,Virginia,Corporate,Office Supplies,Envelopes,3,125.32,43.13,0.0
2023-08-09,South,Alabama,Home Office,Furniture,Chairs,1,270.62,59.76,0.0
2023-08-09,East,Virginia,Consumer,Technology,Machines,3,875.98,-33.64,0.0
2023-08-09,West,Arizona,Corporate,Office Supplies,Supplies,1,41.11,12.18,0.3
2023-08-09,Central,Ohio,Corporate,Office Supplies,Envelopes,7,240.67,46.03,0.2
2023-08-09,Central,Texas,Home Office,Furniture,Furnishings,3,806.16,155.67,0.0
2023-08-09,West,Arizona,Consumer,Office Supplies,Binders,3,109.71,16.64,0.0
2023-08-10,East,Pennsylvania,Home Office,Office Supplies,Paper,2,66.04,16.77,0.0
2023-08-10,West,Nevada,Home Office,Office Supplies,Art,6,165.12,50.15,0.0
2023-08-10,East,New York,Consumer,Office Supplies,Binders,1,34.38,12.0,0.0
2023-08-10,West,Arizona,Corporate,Office Supplies,Art,5,191.96,32.47,0.2
2023-08-11,East,Pennsylvania,Consumer,Furniture,Chairs,4,983.43,329.74,0.3
2023-08-11,East,Virginia,Consumer,Office Supplies,Art,7,181.81,59.05,0.1
2023-08-11,East,New Jersey,Consumer,Technology,Copiers,3,1677.83,558.26,0.1
2023-08-11,East,Massachusetts,Consumer,Technology,Copiers,3,1030.71,222.65,0.1
2023-08-12,Central,Ohio,Consumer,Technology,Accessories,4,1136.05,219.83,0.0
2023-08-12,Central,Texas,Corporate,Office Supplies,Labels,4,119.59,20.12,0.1
2023-08-12,Central,Texas,Corporate,Furniture,Chairs,1,279.27,40.32,0.1
2023-08-13,West,California,Consumer,Office Supplies,Storage,2,50.4,5.71,0.0
2023-08-13,West,Washington,Corporate,Technology,Machines,3,1365.57,-16.89,0.0
2023-08-13,West,Washington,Consumer,Office Supplies,Paper,6,246.65,38.48,0.2
2023-08-13,East,Pennsylvania,Corporate,Office Supplies,Art,6,233.0,45.8,0.0
2023-08-13,East,Virginia,Consumer,Office Supplies,Paper,4,168.26,40.45,0.0
2023-08-13,South,North Carolina,Consumer,Office Supplies,Paper,1,30.37,2.84,0.0
2023-08-14,Central,Michigan,Consumer,Office Supplies,Art,2,70.6,13.67,0.2
2023-08-14,South,Georgia,Consumer,Office Supplies,Labels,1,39.03,7.68,0.0
2023-08-14,East,Pennsylvania,Consumer,Technology,Accessories,1,333.4,51.38,0.0
2023-08-15,West,Arizona,Home Office,Office Supplies,Labels,5,125.0,25.72,0.15
2023-08-15,Central,Wisconsin,Consumer,Office Supplies,Art,1,36.59,8.87,0.0
2023-08-15,South,Tennessee,Consumer,Technology,Copiers,3,901.88,192.51,0.1
2023-08-15,Central,Wisconsin,Corporate,Technology,Phones,6,2894.98,641.89,0.0
2023-08-15,East,Virginia,Home Office,Office Supplies,Supplies,4,173.8,12.92,0.2
2023-08-15,East,Massachusetts,Corporate,Technology,Copiers,1,451.94,139.14,0.0
2023-08-16,East,Massachusetts,Consumer,Office Supplies,Storage,2,65.04,18.49,0.2
2023-08-16,East,Pennsylvania,Corporate,Office Supplies,Labels,5,138.12,23.37,0.15
2023-08-16,Central,Illinois,Consumer,Technology,Accessories,3,892.63,287.37,0.0
2023-08-17,East,Massachusetts,Home Office,Office Supplies,Labels,6,230.46,51.58,0.0
2023-08-17,South,Florida,Consumer,Furniture,Bookcases,4,1398.08,26.54,0.1
2023-08-17,West,Oregon,Consumer,Office Supplies,Art,5,162.34,45.79,0.0
2023-08-17,East,Virginia,Consumer,Office Supplies,Art,2,97.37,13.5,0.2
2023-08-17,South,Florida,Consumer,Office Supplies,Storage,6,175.34,41.77,0.4
2023-08-17,West,Arizona,Home Office,Technology,Copiers,6,3023.22,899.53,0.0
2023-08-18,Central,Wisconsin,Home Office,Technology,Copiers,5,2728.32,606.71,0.15
2023-08-18,South,Tennessee,Corporate,Technology,Machines,2,940.87,-86.84,0.0
2023-08-18,Central,Wisconsin,Home Office,Furniture,Tables,1,294.32,14.14,0.0
2023-08-18,East,Virginia,Consumer,Office Supplies,Labels,3,133.42,45.85,0.2
2023-08-18,Central,Illinois,Consumer,Technology,Phones,6,2971.52,385.34,0.15
2023-08-18,West,Oregon,Corporate,Furniture,Furnishings,1,230.69,21.63,0.3
2023-08-18,Central,Texas,Consumer,Office Supplies,Art,6,161.52,28.23,0.0
2023-08-19,West,Washington,Home Office,Technology,Phones,3,1232.48,150.39,0.2
2023-08-19,Central,Illinois,Corporate,Office Supplies,Envelopes,4,114.81,25.2,0.15
2023-08-20,South,Florida,Consumer,Office Supplies,Art,5,199.84,45.47,0.15
2023-08-20,South,North Carolina,Consumer,Technology,Accessories,4,1211.77,131.83,0.3
2023-08-20,Central,Michigan,Consumer,Office Supplies,Paper,3,83.47,26.55,0.0
2023-08-20,West,Arizona,Consumer,Technology,Phones,6,2356.62,252.19,0.15
2023-08-20,East,Virginia,Home Office,Office Supplies,Storage,4,160.36,48.87,0.1
2023-08-21,West,Washington,Consumer,Office Supplies,Labels,1,27.34,4.46,0.0
2023-08-21,South,Alabama,Consumer,Technology,Machines,3,1428.3,88.08,0.2
2023-08-21,Central,Michigan,Corporate,Office Supplies,Envelopes,5,130.54,10.46,0.0
2023-08-21,South,Alabama,Consumer,Office Supplies,Art,6,164.35,10.99,0.0
2023-08-21,Central,Illinois,Consumer,Office Supplies,Supplies,6,173.31,42.84,0.4
2023-08-21,Central,Ohio,Consumer,Furniture,Tables,7,2157.8,54.87,0.0
2023-08-22,West,Oregon,Consumer,Office Supplies,Storage,6,286.02,72.2,0.15
2023-08-22,West,Arizona,Consumer,Office Supplies,Envelopes,4,118.5,28.2,0.0
2023-08-22,West,Oregon,Consumer,Furniture,Chairs,3,600.53,55.86,0.0
2023-08-22,West,Oregon,Corporate,Office Supplies,Paper,3,82.75,18.77,0.0
2023-08-22,West,Oregon,Corporate,Office Supplies,Supplies,4,121.92,12.25,0.0
2023-08-22,West,Oregon,Consumer,Technology,Machines,7,3430.21,-55.99,0.0
2023-08-23,West,Oregon,Consumer,Furniture,Chairs,5,901.05,181.33,0.2
2023-08-23,South,Georgia,Corporate,Furniture,Tables,1,189.77,-24.71,0.3
2023-08-23,East,New York,Corporate,Office Supplies,Paper,3,92.3,11.46,0.4
2023-08-23,Central,Michigan,Corporate,Furniture,Furnishings,1,339.04,21.34,0.0
2023-08-24,South,Tennessee,Home Office,Office Supplies,Art,3,88.35,28.0,0.3
2023-08-24,Central,Texas,Corporate,Technology,Accessories,2,593.72,44.2,0.1
2023-08-24,South,North Carolina,Corporate,Office Supplies,Labels,1,33.67,10.61,0.1
2023-08-24,East,New Jersey,Home Office,Office Supplies,Art,5,133.33,38.34,0.1
2023-08-25,South,Georgia,Consumer,Office Supplies,Art,4,159.81,53.9,0.0
2023-08-25,East,Massachusetts,Home Office,Technology,Machines,7,2742.66,-306.89,0.4
2023-08-25,East,Massachusetts,Consumer,Office Supplies,Labels,4,127.31,23.64,0.0
2023-08-25,Central,Illinois,Home Office,Office Supplies,Binders,6,168.04,44.28,0.1
2023-08-25,Central,Illinois,Corporate,Office Supplies,Labels,7,235.9,47.02,0.0
2023-08-25,Central,Michigan,Home Office,Office Supplies,Art,4,155.8,14.4,0.0
2023-08-25,Central,Wisconsin,Corporate,Furniture,Tables,2,636.41,-28.64,0.0
2023-08-26,West,California,Consumer,Office Supplies,Labels,7,306.18,26.52,0.0
2023-08-26,West,Arizona,Corporate,Office Supplies,Binders,5,149.6,14.27,0.0
2023-08-26,Central,Wisconsin,Corporate,Office Supplies,Paper,3,73.73,7.54,0.2
2023-08-26,South,North Carolina,Corporate,Furniture,Tables,3,735.86,-142.73,0.1
2023-08-26,Central,Illinois,Consumer,Technology,Machines,6,1839.88,-87.12,0.3
2023-08-27,West,Arizona,Corporate,Furniture,Furnishings,5,1023.17,306.54,0.1
2023-08-27,West,Washington,Corporate,Office Supplies,Labels,5,178.23,9.39,0.0
2023-08-27,West,Washington,Home Office,Furniture,Furnishings,2,579.04,113.64,0.0
2023-08-27,West,Oregon,Consumer,Office Supplies,Binders,6,212.02,53.13,0.0
2023-08-27,South,Georgia,Consumer,Office Supplies,Storage,7,185.07,15.79,0.0
2023-08-27,East,Pennsylvania,Corporate,Technology,Copiers,7,3430.65,491.32,0.0
2023-08-28,West,California,Home Office,Office Supplies,Supplies,1,41.61,13.64,0.2
2023-08-28,East,New York,Corporate,Office Supplies,Storage,6,286.93,49.51,0.0
2023-08-28,South,Tennessee,Corporate,Office Supplies,Art,3,76.06,5.87,0.0
2023-08-28,Central,Texas,Consumer,Office Supplies,Paper,3,88.02,7.81,0.0
2023-08-28,Central,Michigan,Corporate,Office Supplies,Binders,6,201.27,57.04,0.0
2023-08-28,West,California,Corporate,Office Supplies,Supplies,7,342.31,41.84,0.3
2023-08-28,West,Washington,Consumer,Technology,Copiers,4,1845.31,356.82,0.2
2023-08-28,Central,Wisconsin,Consumer,Technology,Machines,7,2710.76,-301.21,0.4
